CustomerID,Product,PurchaseDate,Quantity,UnitPrice,CustomerName,ProductCategory,PaymentMethod,ReviewRating,TotalPrice
C9511,Chair,2024-05-26,5,84.16,Customer C9511,Office Supplies,Debit Card,2,420.8
C1059,Desk,2025-04-14,8,505.48,Customer C1059,Office Supplies,Cash,4,4043.84
C2215,Printer,2024-10-01,1,559.53,Customer C2215,Furniture,Credit Card,3,559.53
C5169,Laptop,2023-02-27,2,797.65,Customer C5169,Furniture,Debit Card,2,1595.3
C9312,Tablet,2023-08-03,2,552.32,Customer C9312,Furniture,Gift Card,4,1104.64
C5929,Phone,2024-01-11,5,429.91,Customer C5929,Office Supplies,Debit Card,1,2149.55
C5964,Phone,2024-05-20,8,642.91,Customer C5964,Furniture,Online,2,5143.28
C2172,Phone,2024-12-17,4,16.48,Customer C2172,Office Supplies,Gift Card,5,65.92
C9209,Chair,2025-01-31,6,354.17,Customer C9209,Electronics,Online,2,2125.02
C4639,Phone,2024-06-10,8,389.9,Customer C4639,Office Supplies,Debit Card,4,3119.2
C2263,Tablet,2025-06-25,8,293.06,Customer C2263,Furniture,Debit Card,1,2344.48
C1786,Monitor,2025-05-04,1,572.53,Customer C1786,Office Supplies,Online,1,572.53
C7487,Tablet,2025-05-14,1,13.02,Customer C7487,Electronics,Credit Card,2,13.02
C7107,Desk,2024-09-08,4,621.19,Customer C7107,Electronics,Gift Card,1,2484.76
C1645,Phone,2023-06-09,8,677.68,Customer C1645,Office Supplies,Gift Card,2,5421.44
C9039,Laptop,2025-06-19,5,150.35,Customer C9039,Electronics,Cash,3,751.75
C5776,Laptop,2024-07-16,8,486.21,Customer C5776,Office Supplies,Gift Card,3,3889.68
C1118,Monitor,2023-08-10,4,163.79,Customer C1118,Furniture,Gift Card,5,655.16
C8933,Chair,2025-05-13,6,527.91,Customer C8933,Electronics,Gift Card,2,3167.46
C4037,Chair,2025-03-06,5,306.77,Customer C4037,Furniture,Gift Card,4,1533.85
C8440,Monitor,2025-01-27,2,676.4,Customer C8440,Office Supplies,Gift Card,1,1352.8
C5267,Printer,2024-05-01,5,118.35,Customer C5267,Office Supplies,Gift Card,4,591.75
C3772,Laptop,2025-03-24,1,198.47,Customer C3772,Electronics,Debit Card,4,198.47
C3428,Monitor,2025-05-22,6,598.59,Customer C3428,Electronics,Gift Card,1,3591.54
C4745,Chair,2023-01-24,7,152.85,Customer C4745,Electronics,Online,4,1069.95
C3659,Desk,2023-11-08,8,664.71,Customer C3659,Office Supplies,Debit Card,2,5317.68
C6647,Monitor,2023-03-05,6,411.62,Customer C6647,Furniture,Online,1,2469.72
C8156,Laptop,2023-10-02,1,88.6,Customer C8156,Electronics,Credit Card,2,88.6
C8988,Desk,2025-04-04,1,732.88,Customer C8988,Furniture,Online,2,732.88
C2026,Chair,2024-06-07,2,143.87,Customer C2026,Electronics,Credit Card,1,287.74
C6070,Monitor,2023-06-26,4,700.91,Customer C6070,Furniture,Debit Card,5,2803.64
C3658,Printer,2024-02-08,6,27.4,Customer C3658,Office Supplies,Debit Card,1,164.4
C9771,Desk,2024-05-03,4,441.89,Customer C9771,Electronics,Debit Card,3,1767.56
C1280,Chair,2023-06-06,1,754.33,Customer C1280,Electronics,Credit Card,4,754.33
C9237,Printer,2024-06-05,5,24.07,Customer C9237,Electronics,Online,1,120.35
C6759,Laptop,2023-08-19,4,601.42,Customer C6759,Electronics,Gift Card,1,2405.68
C3839,Phone,2025-06-15,2,154.1,Customer C3839,Electronics,Cash,3,308.2
C5898,Chair,2024-12-25,3,166.16,Customer C5898,Office Supplies,Online,1,498.48
C1170,Chair,2025-02-26,6,156.78,Customer C1170,Furniture,Credit Card,2,940.68
C4953,Tablet,2024-04-07,2,554.39,Customer C4953,Furniture,Gift Card,1,1108.78
C5402,Phone,2023-04-26,3,287.06,Customer C5402,Furniture,Cash,3,861.18
C3439,Laptop,2024-04-19,6,39.6,Customer C3439,Furniture,Online,3,237.6
C9101,Tablet,2025-04-13,5,373.52,Customer C9101,Office Supplies,Credit Card,2,1867.6
C5797,Printer,2024-10-13,1,585.9,Customer C5797,Furniture,Debit Card,3,585.9
C4785,Printer,2023-04-13,2,406.89,Customer C4785,Furniture,Online,1,813.78
C3124,Laptop,2023-10-19,2,227.29,Customer C3124,Office Supplies,Gift Card,5,454.58
C9009,Printer,2024-06-07,4,772.9,Customer C9009,Electronics,Debit Card,5,3091.6
C6024,Desk,2023-10-05,2,105.59,Customer C6024,Office Supplies,Debit Card,4,211.18
C9175,Monitor,2024-05-27,3,627.98,Customer C9175,Office Supplies,Cash,3,1883.94
C1529,Phone,2025-01-10,7,177.77,Customer C1529,Furniture,Debit Card,1,1244.39
C4199,Printer,2023-07-09,7,512.21,Customer C4199,Furniture,Debit Card,5,3585.47
C2981,Phone,2025-02-16,1,205.77,Customer C2981,Electronics,Cash,1,205.77
C6560,Tablet,2024-02-28,8,68.13,Customer C6560,Furniture,Gift Card,3,545.04
C8333,Laptop,2023-05-07,5,357.16,Customer C8333,Office Supplies,Debit Card,3,1785.8
C7291,Monitor,2023-05-21,4,695.57,Customer C7291,Office Supplies,Cash,3,2782.28
C9606,Chair,2024-04-11,3,260.34,Customer C9606,Office Supplies,Gift Card,2,781.02
C8236,Tablet,2023-11-14,5,260.07,Customer C8236,Furniture,Online,2,1300.35
C8417,Chair,2023-02-21,8,503.96,Customer C8417,Furniture,Cash,5,4031.68
C8293,Desk,2023-07-07,3,427.78,Customer C8293,Electronics,Online,4,1283.34
C9484,Desk,2023-06-05,3,51.15,Customer C9484,Electronics,Gift Card,5,153.45
C1086,Laptop,2025-02-28,1,761.75,Customer C1086,Electronics,Debit Card,3,761.75
C6063,Desk,2024-06-09,8,409.67,Customer C6063,Furniture,Credit Card,1,3277.36
C5842,Tablet,2023-01-10,1,584.28,Customer C5842,Electronics,Cash,2,584.28
C9925,Tablet,2024-07-14,8,393.38,Customer C9925,Office Supplies,Debit Card,3,3147.04
C6458,Printer,2023-11-09,4,495.76,Customer C6458,Office Supplies,Debit Card,5,1983.04
C8476,Monitor,2023-09-25,4,638.94,Customer C8476,Electronics,Cash,1,2555.76
C7530,Laptop,2023-11-17,3,441.01,Customer C7530,Electronics,Debit Card,1,1323.03
C6776,Printer,2023-08-19,2,756.25,Customer C6776,Furniture,Gift Card,5,1512.5
C2636,Monitor,2023-09-25,3,406.42,Customer C2636,Furniture,Gift Card,5,1219.26
C4543,Desk,2023-06-24,6,715.37,Customer C4543,Furniture,Online,4,4292.22
C1706,Monitor,2023-08-24,8,113.31,Customer C1706,Electronics,Credit Card,5,906.48
C8067,Printer,2024-08-24,7,217.75,Customer C8067,Office Supplies,Debit Card,1,1524.25
C8455,Phone,2024-12-22,7,437.14,Customer C8455,Furniture,Debit Card,1,3059.98
C6758,Desk,2024-01-26,2,722.32,Customer C6758,Office Supplies,Debit Card,4,1444.64
C6524,Chair,2025-04-18,3,27.28,Customer C6524,Furniture,Debit Card,1,81.84
C5336,Chair,2023-06-08,6,215.4,Customer C5336,Furniture,Debit Card,5,1292.4
C8986,Laptop,2025-05-26,8,432.92,Customer C8986,Office Supplies,Online,4,3463.36
C8988,Tablet,2025-04-12,4,720.67,Customer C8988,Electronics,Cash,5,2882.68
C3214,Monitor,2023-03-01,3,449.93,Customer C3214,Electronics,Cash,4,1349.79
C2708,Tablet,2024-02-06,6,329.82,Customer C2708,Furniture,Debit Card,3,1978.92
C8272,Phone,2023-07-28,4,309.29,Customer C8272,Electronics,Cash,5,1237.16
C2499,Printer,2023-01-24,7,482.97,Customer C2499,Electronics,Credit Card,4,3380.79
C4272,Phone,2024-02-14,3,120.15,Customer C4272,Furniture,Gift Card,1,360.45
C8795,Printer,2024-11-20,8,519.87,Customer C8795,Furniture,Debit Card,1,4158.96
C7896,Chair,2023-06-17,2,584.52,Customer C7896,Electronics,Online,1,1169.04
C7132,Chair,2025-01-16,5,69.94,Customer C7132,Furniture,Debit Card,1,349.7
C8813,Chair,2024-04-04,2,57.6,Customer C8813,Office Supplies,Online,3,115.2
C7147,Printer,2023-05-31,1,530.29,Customer C7147,Electronics,Credit Card,4,530.29
C7122,Printer,2024-06-29,4,661.91,Customer C7122,Furniture,Gift Card,2,2647.64
C9835,Printer,2023-06-04,3,564.27,Customer C9835,Office Supplies,Credit Card,1,1692.81
C8158,Laptop,2024-01-22,1,629.94,Customer C8158,Furniture,Credit Card,5,629.94
C5614,Desk,2025-02-11,7,263.67,Customer C5614,Office Supplies,Online,2,1845.69
C4820,Phone,2024-01-14,2,348.71,Customer C4820,Furniture,Cash,3,697.42
C8245,Desk,2025-01-04,3,261.04,Customer C8245,Office Supplies,Gift Card,3,783.12
C6469,Printer,2023-11-01,7,568.24,Customer C6469,Furniture,Gift Card,1,3977.68
C7357,Laptop,2023-01-07,4,231.12,Customer C7357,Electronics,Credit Card,3,924.48
C4237,Laptop,2023-04-01,1,432.34,Customer C4237,Office Supplies,Credit Card,2,432.34
C8124,Tablet,2024-09-06,3,253.18,Customer C8124,Furniture,Cash,3,759.54
C5971,Monitor,2024-05-23,7,481.25,Customer C5971,Office Supplies,Credit Card,1,3368.75
C6316,Monitor,2024-08-03,1,82.89,Customer C6316,Furniture,Gift Card,2,82.89
C3487,Monitor,2023-07-14,1,745.08,Customer C3487,Office Supplies,Debit Card,5,745.08
C4025,Printer,2023-01-14,8,216.9,Customer C4025,Office Supplies,Credit Card,3,1735.2
C2772,Laptop,2025-04-24,5,17.35,Customer C2772,Furniture,Cash,1,86.75
C5690,Printer,2024-10-29,8,530.3,Customer C5690,Furniture,Debit Card,3,4242.4
C9173,Monitor,2024-05-08,8,136.9,Customer C9173,Furniture,Gift Card,1,1095.2
C1014,Chair,2024-05-03,6,74.8,Customer C1014,Furniture,Cash,5,448.8
C5804,Laptop,2023-05-22,6,464.08,Customer C5804,Office Supplies,Credit Card,2,2784.48
C9650,Laptop,2024-06-13,7,559.5,Customer C9650,Furniture,Debit Card,4,3916.5
C2095,Printer,2023-12-01,1,414.6,Customer C2095,Furniture,Gift Card,1,414.6
C3267,Laptop,2024-08-24,5,499.05,Customer C3267,Office Supplies,Online,5,2495.25
C4793,Phone,2025-05-23,1,77.64,Customer C4793,Office Supplies,Gift Card,4,77.64
C3925,Monitor,2024-05-16,5,303.5,Customer C3925,Office Supplies,Debit Card,2,1517.5
C8628,Printer,2025-04-05,4,303.75,Customer C8628,Office Supplies,Debit Card,3,1215
C2436,Laptop,2023-12-15,7,20.35,Customer C2436,Electronics,Debit Card,2,142.45
C3426,Printer,2023-03-24,3,365.61,Customer C3426,Office Supplies,Online,5,1096.83
C2313,Laptop,2024-02-15,1,516.73,Customer C2313,Office Supplies,Online,1,516.73
C2768,Laptop,2023-11-15,5,702.21,Customer C2768,Office Supplies,Credit Card,2,3511.05
C1728,Chair,2023-02-28,8,110.05,Customer C1728,Furniture,Credit Card,1,880.4
C8563,Monitor,2023-10-19,6,237.61,Customer C8563,Office Supplies,Debit Card,1,1425.66
C3492,Monitor,2023-03-14,5,518.94,Customer C3492,Electronics,Debit Card,3,2594.7
C8229,Printer,2024-10-21,7,27.92,Customer C8229,Furniture,Gift Card,1,195.44
C3316,Monitor,2023-07-29,7,683.26,Customer C3316,Furniture,Credit Card,1,4782.82
C9986,Monitor,2024-04-27,4,684.41,Customer C9986,Furniture,Credit Card,1,2737.64
C4446,Printer,2024-08-28,4,657.98,Customer C4446,Furniture,Credit Card,5,2631.92
C6942,Desk,2024-09-15,1,349.98,Customer C6942,Electronics,Debit Card,4,349.98
C1186,Laptop,2025-02-09,3,19.55,Customer C1186,Office Supplies,Credit Card,2,58.65
C2125,Printer,2023-07-23,6,383.87,Customer C2125,Office Supplies,Online,5,2303.22
C3190,Chair,2024-08-13,7,19.42,Customer C3190,Electronics,Gift Card,2,135.94
C4896,Tablet,2023-03-12,3,555.37,Customer C4896,Office Supplies,Credit Card,2,1666.11
C5037,Phone,2025-05-02,4,10.25,Customer C5037,Furniture,Debit Card,5,41
C7760,Printer,2024-03-28,2,166.58,Customer C7760,Office Supplies,Online,2,333.16
C7989,Monitor,2025-03-03,2,624.33,Customer C7989,Office Supplies,Credit Card,3,1248.66
C2313,Laptop,2024-09-18,7,133.05,Customer C2313,Office Supplies,Credit Card,2,931.35
C8121,Monitor,2023-04-15,5,104.19,Customer C8121,Office Supplies,Gift Card,5,520.95
C7185,Phone,2024-07-26,3,516.73,Customer C7185,Furniture,Gift Card,5,1550.19
C6442,Printer,2024-10-12,3,88.31,Customer C6442,Office Supplies,Cash,1,264.93
C3732,Chair,2023-09-24,7,290.45,Customer C3732,Office Supplies,Gift Card,1,2033.15
C4082,Laptop,2024-06-18,3,531.93,Customer C4082,Office Supplies,Debit Card,2,1595.79
C9524,Phone,2024-07-20,5,702.3,Customer C9524,Electronics,Debit Card,1,3511.5
C9958,Monitor,2024-06-13,1,218.84,Customer C9958,Electronics,Gift Card,1,218.84
C1036,Phone,2023-10-20,3,221.64,Customer C1036,Electronics,Online,2,664.92
C9702,Laptop,2024-03-26,2,709.1,Customer C9702,Furniture,Cash,2,1418.2
C8406,Tablet,2024-05-24,5,120.08,Customer C8406,Office Supplies,Debit Card,2,600.4
C7673,Laptop,2024-12-13,5,63.8,Customer C7673,Furniture,Debit Card,3,319
C2860,Monitor,2023-04-18,8,243.93,Customer C2860,Furniture,Cash,2,1951.44
C7108,Desk,2025-03-29,7,177.44,Customer C7108,Electronics,Online,3,1242.08
C5298,Phone,2023-09-20,5,783.12,Customer C5298,Office Supplies,Debit Card,1,3915.6
C7523,Desk,2023-10-11,3,756.71,Customer C7523,Office Supplies,Gift Card,1,2270.13
C6372,Desk,2025-03-24,5,650.99,Customer C6372,Electronics,Cash,3,3254.95
C6156,Tablet,2024-03-27,6,386.68,Customer C6156,Electronics,Gift Card,1,2320.08
C1186,Laptop,2024-11-01,6,249.97,Customer C1186,Furniture,Credit Card,5,1499.82
C4169,Desk,2024-09-03,4,253.01,Customer C4169,Office Supplies,Credit Card,3,1012.04
C9957,Phone,2023-07-14,5,283.34,Customer C9957,Office Supplies,Debit Card,2,1416.7
C4648,Desk,2024-01-19,3,497.83,Customer C4648,Office Supplies,Online,5,1493.49
C4859,Laptop,2023-02-26,5,80.48,Customer C4859,Electronics,Cash,4,402.4
C9037,Laptop,2024-11-17,7,362.5,Customer C9037,Furniture,Gift Card,5,2537.5
C7621,Desk,2024-02-06,8,167.66,Customer C7621,Electronics,Credit Card,5,1341.28
C8220,Chair,2023-06-22,6,181.48,Customer C8220,Office Supplies,Credit Card,1,1088.88
C9034,Monitor,2024-12-12,1,569.26,Customer C9034,Electronics,Cash,5,569.26
C6584,Chair,2024-01-07,1,656.2,Customer C6584,Electronics,Online,4,656.2
C2696,Desk,2023-04-20,5,507.6,Customer C2696,Furniture,Credit Card,1,2538
C6170,Tablet,2023-11-04,5,641.44,Customer C6170,Furniture,Debit Card,2,3207.2
C5535,Phone,2024-10-04,7,22.48,Customer C5535,Furniture,Gift Card,2,157.36
C3960,Printer,2023-06-02,6,196.74,Customer C3960,Furniture,Gift Card,5,1180.44
C4333,Phone,2024-04-14,1,348.09,Customer C4333,Furniture,Online,5,348.09
C9581,Laptop,2025-04-16,5,589.84,Customer C9581,Office Supplies,Cash,5,2949.2
C1765,Chair,2024-12-18,3,549.78,Customer C1765,Office Supplies,Credit Card,3,1649.34
C8796,Chair,2023-02-28,6,125.46,Customer C8796,Electronics,Debit Card,5,752.76
C7799,Monitor,2023-10-27,5,318.33,Customer C7799,Electronics,Debit Card,2,1591.65
C1587,Phone,2023-08-19,3,584.74,Customer C1587,Electronics,Gift Card,4,1754.22
C3056,Desk,2024-07-09,1,184.5,Customer C3056,Office Supplies,Debit Card,1,184.5
C7457,Printer,2024-07-27,6,740.37,Customer C7457,Furniture,Online,4,4442.22
C4413,Monitor,2023-12-20,4,285.59,Customer C4413,Electronics,Online,2,1142.36
C7999,Monitor,2024-07-19,5,321.33,Customer C7999,Electronics,Credit Card,2,1606.65
C6627,Tablet,2024-01-28,5,251.41,Customer C6627,Office Supplies,Debit Card,5,1257.05
C4690,Tablet,2025-03-24,3,389.68,Customer C4690,Furniture,Credit Card,4,1169.04
C8727,Chair,2023-02-17,3,577.13,Customer C8727,Office Supplies,Debit Card,3,1731.39
C7462,Printer,2024-05-11,4,619.33,Customer C7462,Furniture,Debit Card,3,2477.32
C9039,Printer,2023-11-20,2,515.97,Customer C9039,Furniture,Online,4,1031.94
C1296,Chair,2023-10-29,4,598.12,Customer C1296,Office Supplies,Gift Card,5,2392.48
C8751,Chair,2023-02-04,5,645.6,Customer C8751,Office Supplies,Gift Card,1,3228
C6278,Monitor,2025-05-09,4,708.45,Customer C6278,Furniture,Credit Card,3,2833.8
C5514,Phone,2023-09-06,7,86.92,Customer C5514,Office Supplies,Cash,2,608.44
C5504,Printer,2023-10-30,1,376.02,Customer C5504,Electronics,Cash,5,376.02
C2865,Printer,2025-05-06,4,533.61,Customer C2865,Furniture,Credit Card,1,2134.44
C3364,Phone,2023-05-17,8,367.53,Customer C3364,Office Supplies,Online,1,2940.24
C4755,Desk,2023-12-02,2,27.94,Customer C4755,Office Supplies,Credit Card,5,55.88
C4013,Desk,2024-01-31,7,249.65,Customer C4013,Office Supplies,Gift Card,5,1747.55
C6614,Laptop,2024-12-21,5,37.74,Customer C6614,Office Supplies,Online,5,188.7
C5482,Tablet,2025-05-05,8,286.36,Customer C5482,Furniture,Cash,1,2290.88
C3677,Tablet,2024-12-15,5,614.32,Customer C3677,Furniture,Debit Card,3,3071.6
C5933,Chair,2024-12-09,7,172.77,Customer C5933,Furniture,Debit Card,4,1209.39
C5348,Desk,2024-08-20,7,458.02,Customer C5348,Furniture,Credit Card,5,3206.14
C1470,Monitor,2024-12-17,1,40.96,Customer C1470,Office Supplies,Gift Card,2,40.96
C4479,Phone,2025-06-21,2,82.97,Customer C4479,Office Supplies,Credit Card,4,165.94
C2379,Monitor,2024-06-26,1,211.3,Customer C2379,Office Supplies,Cash,5,211.3
C2401,Monitor,2025-04-13,5,206.8,Customer C2401,Electronics,Debit Card,4,1034
C6079,Tablet,2023-09-23,3,234.42,Customer C6079,Electronics,Cash,2,703.26
C3498,Chair,2024-04-28,5,92.37,Customer C3498,Electronics,Cash,5,461.85
C8741,Desk,2023-12-02,1,417.54,Customer C8741,Electronics,Online,1,417.54
C4069,Chair,2024-06-15,6,565.54,Customer C4069,Office Supplies,Online,1,3393.24
C7058,Chair,2025-05-20,3,539.44,Customer C7058,Electronics,Debit Card,1,1618.32
C4451,Laptop,2025-06-11,5,764.37,Customer C4451,Furniture,Debit Card,1,3821.85
C7544,Chair,2024-12-15,7,584.8,Customer C7544,Office Supplies,Online,4,4093.6
C7004,Laptop,2024-06-15,5,448.93,Customer C7004,Furniture,Gift Card,1,2244.65
C4822,Phone,2023-12-22,4,573.19,Customer C4822,Furniture,Credit Card,1,2292.76
C6424,Printer,2025-02-26,2,15.63,Customer C6424,Furniture,Credit Card,1,31.26
C2011,Phone,2025-06-06,1,580.53,Customer C2011,Electronics,Gift Card,2,580.53
C1482,Printer,2023-11-20,3,380.5,Customer C1482,Electronics,Gift Card,3,1141.5
C9229,Monitor,2024-03-02,3,357.45,Customer C9229,Electronics,Online,3,1072.35
C6441,Printer,2025-03-04,8,549.37,Customer C6441,Electronics,Gift Card,3,4394.96
C5066,Desk,2024-05-25,1,511.82,Customer C5066,Office Supplies,Online,3,511.82
C8642,Phone,2023-04-22,7,191.68,Customer C8642,Furniture,Cash,4,1341.76
C6415,Tablet,2024-10-17,5,689.03,Customer C6415,Furniture,Online,2,3445.15
C7510,Monitor,2025-05-13,1,47.66,Customer C7510,Office Supplies,Cash,4,47.66
C5975,Phone,2025-02-19,8,584.83,Customer C5975,Office Supplies,Online,3,4678.64
C2406,Tablet,2024-02-26,6,314.53,Customer C2406,Office Supplies,Debit Card,2,1887.18
C9248,Tablet,2023-10-17,6,578.51,Customer C9248,Office Supplies,Gift Card,4,3471.06
C2232,Laptop,2023-10-03,8,618.31,Customer C2232,Office Supplies,Cash,1,4946.48
C3932,Monitor,2024-10-09,1,458.66,Customer C3932,Furniture,Gift Card,4,458.66
C2191,Chair,2024-12-16,6,396.06,Customer C2191,Electronics,Credit Card,3,2376.36
C4901,Printer,2025-06-22,7,285.59,Customer C4901,Office Supplies,Cash,2,1999.13
C5830,Desk,2024-11-21,8,589.93,Customer C5830,Furniture,Debit Card,3,4719.44
C7526,Tablet,2025-01-05,1,85.22,Customer C7526,Office Supplies,Cash,1,85.22
C6632,Laptop,2023-04-23,1,358.65,Customer C6632,Electronics,Online,4,358.65
C4118,Chair,2024-11-12,3,565.63,Customer C4118,Furniture,Cash,3,1696.89
C7661,Desk,2023-07-09,7,560.68,Customer C7661,Electronics,Debit Card,2,3924.76
C6873,Printer,2025-01-03,1,12.7,Customer C6873,Electronics,Online,1,12.7
C1570,Laptop,2024-11-25,7,352.27,Customer C1570,Office Supplies,Gift Card,2,2465.89
C3533,Tablet,2023-01-24,1,50.03,Customer C3533,Office Supplies,Gift Card,5,50.03
C9318,Phone,2025-06-02,5,730.2,Customer C9318,Furniture,Cash,2,3651
C7243,Phone,2024-12-11,8,78.1,Customer C7243,Electronics,Gift Card,5,624.8
C2378,Monitor,2023-06-17,2,679.03,Customer C2378,Furniture,Gift Card,1,1358.06
C4604,Chair,2025-06-29,4,317.13,Customer C4604,Electronics,Debit Card,3,1268.52
C2969,Laptop,2025-02-08,2,21.24,Customer C2969,Office Supplies,Online,2,42.48
C1544,Tablet,2023-11-20,8,568.71,Customer C1544,Electronics,Debit Card,1,4549.68
C5779,Desk,2023-09-06,4,240.85,Customer C5779,Furniture,Cash,2,963.4
C9206,Desk,2024-04-21,1,782.12,Customer C9206,Furniture,Cash,4,782.12
C7331,Tablet,2024-04-02,3,241.55,Customer C7331,Office Supplies,Debit Card,5,724.65
C4370,Tablet,2024-11-06,7,587.48,Customer C4370,Electronics,Online,3,4112.36
C4980,Printer,2024-11-26,8,516.77,Customer C4980,Office Supplies,Gift Card,1,4134.16
C7617,Desk,2025-02-08,4,121.4,Customer C7617,Furniture,Cash,1,485.6
C5265,Printer,2024-06-30,2,521.12,Customer C5265,Furniture,Credit Card,5,1042.24
C4790,Tablet,2023-10-14,6,448.1,Customer C4790,Office Supplies,Online,4,2688.6
C3579,Laptop,2025-03-19,5,422.44,Customer C3579,Furniture,Cash,5,2112.2
C3663,Monitor,2024-09-24,8,87.35,Customer C3663,Furniture,Cash,3,698.8
C4452,Desk,2023-06-15,7,420.12,Customer C4452,Electronics,Online,5,2940.84
C9000,Desk,2024-11-02,2,214.6,Customer C9000,Furniture,Debit Card,4,429.2
C5617,Laptop,2025-03-18,7,260.24,Customer C5617,Electronics,Cash,4,1821.68
C1030,Phone,2023-07-11,5,342.09,Customer C1030,Furniture,Credit Card,1,1710.45
C5417,Desk,2024-04-22,4,214.18,Customer C5417,Electronics,Gift Card,2,856.72
C1334,Tablet,2024-10-08,6,724.08,Customer C1334,Office Supplies,Gift Card,2,4344.48
C4231,Desk,2023-09-22,2,510.8,Customer C4231,Furniture,Gift Card,2,1021.6
C7830,Tablet,2024-12-30,4,373.08,Customer C7830,Furniture,Credit Card,5,1492.32
C5571,Printer,2024-01-28,3,675.26,Customer C5571,Electronics,Cash,2,2025.78
C7250,Phone,2024-10-31,8,165.23,Customer C7250,Electronics,Cash,2,1321.84
C1694,Chair,2025-01-12,8,675.81,Customer C1694,Office Supplies,Online,2,5406.48
C8327,Chair,2025-03-11,6,705.74,Customer C8327,Office Supplies,Credit Card,3,4234.44
C2471,Desk,2024-09-05,8,659.25,Customer C2471,Furniture,Debit Card,3,5274
C8263,Desk,2023-11-13,3,41.57,Customer C8263,Office Supplies,Online,4,124.71
C8851,Phone,2024-02-28,8,578.06,Customer C8851,Furniture,Credit Card,4,4624.48
C3555,Laptop,2024-11-27,1,165.45,Customer C3555,Furniture,Debit Card,5,165.45
C3759,Desk,2024-08-10,7,604.8,Customer C3759,Office Supplies,Cash,1,4233.6
C2461,Chair,2024-07-16,5,449.91,Customer C2461,Furniture,Debit Card,4,2249.55
C3383,Chair,2025-02-18,5,390.97,Customer C3383,Electronics,Credit Card,4,1954.85
C1517,Chair,2024-03-03,6,667.06,Customer C1517,Furniture,Credit Card,2,4002.36
C3765,Printer,2024-11-01,8,49.37,Customer C3765,Electronics,Cash,5,394.96
C9130,Monitor,2023-05-11,6,155.5,Customer C9130,Office Supplies,Online,5,933
C5091,Laptop,2024-12-29,4,779.36,Customer C5091,Electronics,Debit Card,2,3117.44
C4311,Tablet,2024-11-10,8,393.28,Customer C4311,Office Supplies,Cash,4,3146.24
C2228,Tablet,2025-02-27,8,388.83,Customer C2228,Electronics,Credit Card,5,3110.64
C1113,Monitor,2025-03-09,8,621.65,Customer C1113,Electronics,Online,4,4973.2
C9614,Phone,2024-08-02,5,727.71,Customer C9614,Furniture,Gift Card,2,3638.55
C5586,Chair,2024-12-24,4,196.86,Customer C5586,Office Supplies,Debit Card,3,787.44
C1312,Desk,2024-06-06,8,237.68,Customer C1312,Office Supplies,Cash,5,1901.44
C8292,Tablet,2025-04-04,1,373.32,Customer C8292,Electronics,Debit Card,1,373.32
C1325,Tablet,2025-03-03,8,294.62,Customer C1325,Office Supplies,Online,5,2356.96
C7413,Monitor,2024-12-27,6,39.68,Customer C7413,Office Supplies,Cash,2,238.08
C6218,Monitor,2024-06-08,7,748.02,Customer C6218,Furniture,Credit Card,4,5236.14
C1200,Tablet,2024-04-17,3,524.76,Customer C1200,Furniture,Credit Card,4,1574.28
C2155,Phone,2023-02-20,2,697.82,Customer C2155,Electronics,Debit Card,4,1395.64
C5204,Laptop,2024-03-22,8,797.46,Customer C5204,Office Supplies,Cash,4,6379.68
C2823,Laptop,2024-01-04,1,561.33,Customer C2823,Office Supplies,Gift Card,3,561.33
C3217,Phone,2023-07-30,7,756.85,Customer C3217,Furniture,Credit Card,2,5297.95
C1362,Phone,2025-02-07,5,586.02,Customer C1362,Furniture,Debit Card,5,2930.1
C9739,Desk,2025-06-18,4,392.13,Customer C9739,Electronics,Online,5,1568.52
C6029,Chair,2024-10-30,7,294.3,Customer C6029,Electronics,Credit Card,2,2060.1
C7231,Chair,2024-07-07,1,127.54,Customer C7231,Electronics,Debit Card,4,127.54
C2930,Desk,2024-11-29,3,224.97,Customer C2930,Electronics,Credit Card,2,674.91
C6776,Desk,2024-04-03,1,160.57,Customer C6776,Electronics,Credit Card,5,160.57
C1391,Chair,2024-12-08,4,411.35,Customer C1391,Electronics,Cash,2,1645.4
C2102,Chair,2024-03-19,1,237.2,Customer C2102,Electronics,Credit Card,5,237.2
C2945,Tablet,2023-06-08,7,430.84,Customer C2945,Furniture,Online,4,3015.88
C4597,Chair,2023-06-08,8,368.38,Customer C4597,Electronics,Debit Card,3,2947.04
C9636,Printer,2025-06-23,7,109.67,Customer C9636,Office Supplies,Credit Card,3,767.69
C5185,Tablet,2023-01-06,3,76.26,Customer C5185,Electronics,Debit Card,5,228.78
C5039,Chair,2024-12-31,6,353.11,Customer C5039,Office Supplies,Credit Card,5,2118.66
C4979,Tablet,2025-01-01,6,509.2,Customer C4979,Furniture,Cash,2,3055.2
C7052,Phone,2025-05-19,7,237.3,Customer C7052,Office Supplies,Cash,3,1661.1
C8507,Printer,2023-11-01,8,509.8,Customer C8507,Office Supplies,Credit Card,4,4078.4
C3679,Chair,2023-01-08,4,236.91,Customer C3679,Furniture,Gift Card,5,947.64
C8869,Monitor,2024-10-30,2,713.79,Customer C8869,Electronics,Online,3,1427.58
C7298,Tablet,2023-06-16,2,232.19,Customer C7298,Furniture,Gift Card,3,464.38
C1301,Desk,2024-01-26,8,513.16,Customer C1301,Office Supplies,Cash,4,4105.28
